paper_id,title
9901026,Possible quantum instability of primordial black holes
9401131,Pair production of black holes in a $U(1) \otimes U(1)$ theory
9503024,On Evolution Laws Taking Pure States to Mixed States in Quantum Field Theory
9505021,Quantum Stability of Accelerated Black Holes
9407173,Toward One-Loop Tunneling Rates of Near-Extremal Magnetic Black Hole Pair-Production
9403018,On 4D-Hawing Radiation from Effective Action
9802160,Effective Action for Conformal Scalars and Anti-Evaporation of Black Holes
9804033,Quantum evolution of Schwarzschild-de Sitter (Nariai) black holes
3082,Paper 3082
9802120,Pauli--Villars as a Nonperturbative Ultraviolet Regulator in Discretized Light-Cone Quantization
9710240,The Spectrum of a Large N Gauge Theory Near Transition from Confinement to Screening
3083,Paper 3083
9906154,Remarks on 2+1 Self-dual Chern-Simons Gravity
9403031,The Wu-Yang Ambiguity Revisited
9407175,Four Dimensional Yang - Mills Theory in Local Gauge Invariant Variables
9503184,Quark Confinement and Dual Representation in 2+1 Dimensional Pure Yang-Mills Theory
9505144,Spatial Geometry of Non-Abelian Gauge Theory in \(2 + 1\) Dimensions
9306130,Moduli Space of Topological 2-form Gravity
9901066,Black Holes and Super Black Holes as Chern Simons Theories in 2+1 Dimensions
3084,Paper 3084
4132,Paper 4132
9603152,Vacuum instability in external fields
9603189,Proper time and path integral representations for the commutation function
9702097,Supersymmetric Nambu-Jona-Lasinio Model in an External Gravitational Field
9703144,Quantum scalar field in FRW Universe with constant electromagnetic background
9709077,Dynamical symmetry breaking in the external gravitational and constant magnetic fields
9711084,Dynamical symmetry breaking in curved spacetime -review-
9412188,"Fermionic and bosonic pair creation in an external electric field at finite temperature using the functional Schr\""odinger representation"
9507021,Creation of spin 1/2 particles by an electric field in de Sitter space
9302074,Renormalization-group improved effective potential for gauge theories in curved spacetime
9401057,Renormalization-Group Improved Effective Potential for Interacting Theories with Several Mass Scales in Curved Spacetime
9505065,Phase structure of renormalizable four-fermion models in spacetimes of constant curvature
9512200,Curvature Induced Phase Transition in a Four-Fermion Theory Using the Weak Curvature Expansion
9605195,Nambu-Jona-Lasinio Model in Curved Spacetime with Magnetic Field
9611138,The effective potential of gauged NJL model in magnetic field
9612168,Three Dimensional Gross-Neveu Model on Curved Spaces
9707248,Nambu-Jona-Lasinio Model Coupled to Constant Electromagnetic Fields in D-Dimension
9207077,Semi-classical Approach to Charged Dilatonic Black Hole in Two Dimensions
9306097,"Black Hole Physics from Two Dimensional Dilaton Gravity based on $SL(2,R)/U(1)$ Coset Model"
9308019,Effective Potential for the Conformal Sector of Quantum Gravity with Torsion
9312164,Chiral Symmetry Breaking in the Nambu-Jona-Lasinio Model in Curved Spacetime with Non-Trivial Topology
9408101,Conformal Factor Dynamics in the 1/N Expansion
9411012,Renormalization group and logarithmic corrections to scaling relations in conformal sector of 4D gravity
9411216,Higher Derivative Four-Fermion Model in Curved Spacetime
9412149,"Phase Diagram of Gross-Neveu Model at Finite Temperature, Density and Constant Curvature"
9511059,Approach to D-dimensional Gross-Neveu model at finite temperature and curvature
9602110,Chiral symmetry breaking in gauged ${\bf NJL}$ model in curved spacetime
9603172,Gauged NJL model at strong curvature
9606051,The Gross-Neveu model on a sphere with a magnetic monopole
9609018,Dynamical Symmetry Breaking in Flat Space with Non-trivial Topology
9701032,Effective Lagrangian and static black holes in 2D dilatonic gravity inspired by quantum effects
3085,Paper 3085
9903056,"Of McKay Correspondence, Non-linear Sigma-model and Conformal Field Theory"
9906031,The $Z_k \times D_{k'}$ Brane Box Model
9909125,Z-D Brane Box Models and Non-Chiral Dihedral Quivers
9911114,Some Remarks on the Finitude of Quiver Theories
9912273,Brane Cube Realization of Three-dimensional Nonabelian Orbifolds
9604104,"Comments on the Links between su(3) Modular Invariants, Simple Factors in the Jacobian of Fermat Curves, and Rational Triangular Billiards"
9306072,A Unified Scheme for Modular Invariant Partition Functions of WZW Models
9801171,"Modular Invariants, Graphs and $\alpha$-Induction for Nets of Subfactors I"
3086,Paper 3086
3117,Paper 3117
3148,Paper 3148
3197,Paper 3197
3237,Paper 3237
3248,Paper 3248
4003,Paper 4003
4094,Paper 4094
4155,Paper 4155
5028,Paper 5028
5212,Paper 5212
5239,Paper 5239
5248,Paper 5248
6044,Paper 6044
6069,Paper 6069
6139,Paper 6139
6164,Paper 6164
6204,Paper 6204
6232,Paper 6232
7014,Paper 7014
7044,Paper 7044
7060,Paper 7060
7120,Paper 7120
7159,Paper 7159
7178,Paper 7178
7223,Paper 7223
7239,Paper 7239
8008,Paper 8008
8087,Paper 8087
8188,Paper 8188
8190,Paper 8190
8192,Paper 8192
8193,Paper 8193
8197,Paper 8197
8245,Paper 8245
9006,Paper 9006
9010,Paper 9010
9056,Paper 9056
9059,Paper 9059
9064,Paper 9064
9083,Paper 9083
9087,Paper 9087
9122,Paper 9122
9127,Paper 9127
9132,Paper 9132
9160,Paper 9160
9167,Paper 9167
9175,Paper 9175
9180,Paper 9180
9183,Paper 9183
9184,Paper 9184
9199,Paper 9199
9207,Paper 9207
9212,Paper 9212
9247,Paper 9247
10063,Paper 10063
10093,Paper 10093
9803120,On the Hagedorn Transition and Collective Dynamics of D0-branes
9903039,On the microcanonical description of D-brane thermodynamics
9910161,Towards supersymmetric cosmology in M theory
9911117,The cosmology with the Dp-brane gas
9911217,Kasner Asymptotics of Horava-Witten Cosmology
9908100,Symmetric Vacua in Heterotic M-Theory
3236,Paper 3236
9905114,"A Generalized Shannon Sampling Theorem, Fields at the Planck Scale as Bandlimited Signals"
9906144,Heat kernel asymptotics with mixed boundary conditions
3103,Paper 3103
4095,Paper 4095
4103,Paper 4103
9910251,Quantization of the Superstring in Ramond-Ramond Backgrounds
9611151,Statistical entropy of near-extremal and fundamental black p-branes
9705185,Counting Closed String States in a Box
9707167,Strings and D-Branes at High Temperature
9904094,Non-perturbative Thermodynamics in Matrix String Theory
9911004,Some Thermodynamical Aspects of String Theory
4067,Paper 4067
4166,Paper 4166
4039,Paper 4039
9402088,String Cosmology and the Dimension of Spacetime
9511075,Numerical Experiments in String Cosmology
3109,Paper 3109
4134,Paper 4134
5014,Paper 5014
5206,Paper 5206
5276,Paper 5276
4133,Paper 4133
4165,Paper 4165
4206,Paper 4206
5001,Paper 5001
3198,Paper 3198
5121,Paper 5121
6066,Paper 6066
5127,Paper 5127
5217,Paper 5217
5230,Paper 5230
6110,Paper 6110
3299,Paper 3299
9910077,"Curved branes and cosmological (a,b)-models"
9910086,More Ricci-flat branes
9911253,Curved branes from string dualities
4093,Paper 4093
4111,Paper 4111
7018,Paper 7018
3286,Paper 3286
6085,Paper 6085
3139,Paper 3139
4149,Paper 4149
6171,Paper 6171
6191,Paper 6191
9412182,Simplicial Chiral Models
9508015,Critical Behavior of Simplicial Chiral Models
9612018,Observables of the generalized 2D Yang-Mills theories on arbitrary surfaces: a path integral approach
9707081,Large-N limit of the generalized 2-dimensional Yang-Mills theories
5068,Paper 5068
5185,Paper 5185
6007,Paper 6007
6115,Paper 6115
6146,Paper 6146
7203,Paper 7203
6093,Paper 6093
6203,Paper 6203
6251,Paper 6251
8079,Paper 8079
7205,Paper 7205
7029,Paper 7029
4124,Paper 4124
6213,Paper 6213
8074,Paper 8074
8134,Paper 8134
9706179,On the inflationary solutions in higher-derivative gravity with dilaton field
6068,Paper 6068
6226,Paper 6226
7233,Paper 7233
107254,Paper 107254
8185,Paper 8185
9032,Paper 9032
8015,Paper 8015
8133,Paper 8133
9022,Paper 9022
5226,Paper 5226
9909144,Gauged N=2 Off-Shell Supergravity in Five Dimensions
3291,Paper 3291
5062,Paper 5062
7041,Paper 7041
9039,Paper 9039
8128,Paper 8128
4021,Paper 4021
7039,Paper 7039
8164,Paper 8164
8112,Paper 8112
9507150,Fuzzy Mass Relations in the Standard Model
9910064,Large Extra Dimensions and Noncommutative Geometry in String Theory
5137,Paper 5137
7109,Paper 7109
7209,Paper 7209
8050,Paper 8050
9703063,D=9 supergravity and p-brane solitons
6059,Paper 6059
6215,Paper 6215
8041,Paper 8041
4136,Paper 4136
5204,Paper 5204
6192,Paper 6192
5067,Paper 5067
6047,Paper 6047
7206,Paper 7206
9176,Paper 9176
9510027,String Cosmology: Basic Ideas and General Results
9707001,p-Branes and Exact solutions in Brans-Dicke cosmology with matter
9307059,Black Hole Statistics
9712202,Infinite Statistics and Black Holes in Matrix Theory
9908102,Dynamics of M-Theory Cosmology
9907207,Quintessence duality
3087,Paper 3087
3089,Paper 3089
9506146,N=1 super-Chern-Simons coupled to parity-preserving matter from Atiyah-Ward space-time
9712100,Renormalization of the N=1 Abelian Super-Chern-Simons Theory Coupled to Parity-Preserving Matter
9501002,Super-${\tau}_{3}$QED and the dimensional reduction of $N$$=$$1$ super-{QED}$_{2+2}$
3090,Paper 3090
9803027,Bound States of Dimensionally Reduced {SYM}_{2+1} at Finite N
9811083,"Super Yang-Mills at Weak, Intermediate and Strong Coupling"
9906087,Can DLCQ test the Maldacena Conjecture?
9911243,The Mass Spectrum of N=1 SYM(2+1) at Strong Coupling
9307080,Boson--fermion bound states in two dimensional QCD
9307146,$k^+=0$ Modes in Light-Cone Quantization
9405176,On the Discretized Light-Cone Quantization of Electrodynamics
9504026,Quantum Mechanics of Dynamical Zero Mode in $QCD_{1+1}$ on the Light-Cone
9612021,Matrix Theories from Reduced SU(N) Yang-Mills with Adjoint Fermions
9705242,The Analog of t'Hooft Pions with Adjoint Fermions
9507062,Matrix Model Approach to $d>2$ Non-critical Superstrings
9809165,On Exact Supersymmetry in DLCQ
9606157,Vacuum Structures of Supersymmetric Yang-Mills Theories in $1+1$ Dimensions
9802037,Zero-Mode Problem on the Light Front
9807035,Decoupling of Zero-Modes and Covariance in the Light-Front Formulation of Supersymmetric Theories
9810158,A Comment on the Light-Cone Vacuum in 1+1 Dimensional Super-Yang-Mills Theory
9811254,The Light-Cone Vacuum in 1+1 Dimensional Super-Yang-Mills Theory
3301,Paper 3301
3091,Paper 3091
9703074,Mesons in 2-Dimensional QCD on the Light Cone
9903133,A New Basis Function Approach to 't Hooft-Bergknoff-Eller Equations
3092,Paper 3092
9707204,Bose Symmetry and Chiral Decomposition of 2D Fermionic Determinants
9710199,Destructive Interference of Dualities
9904203,Self-duality and soldering in odd dimensions
9407022,Smooth Non-Abelian Bosonization
9511129,On Soldering Chiralities
9706103,Decoupled path integral formulation of chiral QCD$_2$ with $a_{JR}=2$
9709105,Bosonisation and Soldering of Dual Symmetries in Two and Three Dimensions
9710060,Duality Symmetry and Soldering in Different Dimensions
9502042,FADDEEV-JACKIW APPROACH TO HIDDEN SYMMETRIES
9805109,Bosonisation and Duality Symmetry in the Soldering Formalism
3093,Paper 3093
105085,Paper 105085
3160,Paper 3160
3231,Paper 3231
5199,Paper 5199
6091,Paper 6091
6246,Paper 6246
7140,Paper 7140
7204,Paper 7204
8092,Paper 8092
9142,Paper 9142
10006,Paper 10006
10017,Paper 10017
10060,Paper 10060
10090,Paper 10090
11095,Paper 11095
102182,Paper 102182
3094,Paper 3094
9810138,Framework for a theory that underlies the standard model
9710220,Transport-theoretic Extensions of Quantum Field Theories
3095,Paper 3095
3096,Paper 3096
3097,Paper 3097
9708061,On the Spontaneous Identity of Chiral and Super Symmetry Breaking in Pure Super Yang Mills Theories
3098,Paper 3098
9906035,Correspondence between Minkowski and de Sitter Quantum Field Theory
9908140,AdS/CFT correspondence for n-point functions
3099,Paper 3099
9811169,Monopoles and Solitons in Fuzzy Physics
9409193,Hamilton Formalism in Non-Commutative Geometry
9412185,The Standard Model a la Connes-Lott
9507147,Lattices and Their Continuum Limits
9507148,Noncommutative Lattices and Their Continuum Limits
9510217,Noncommutative Lattices as Finite Approximations and Their Noncommutative Geometries
9606056,A Universal Action Formula
9610035,Fermion Hilbert Space and Fermion Doubling in the Noncommutative Geometry Approach to Gauge Theories
9612228,On Connes' new principle of general relativity. Can spinors hear the forces of spacetime?
9401048,A Left-Right Symmetric Model a la Connes-Lott
9503152,"A generalized Lichnerowicz formula, the Wodzicki Residue and Gravity"
9503153,The generalized Lichnerowicz formula and analysis of Dirac operators
9503180,Unification of Gravity and Yang-Mills-Higgs Gauge Theories
9605129,Dirac Operators and Clifford Geometry - New Unifying Principles in Particle Physics ?
9607005,Towards a $Z'$ Gauge Boson in Noncommutative Geometry
9612149,The Einstein-Hilbert-Yang-Mills-Higgs Action and the Dirac-Yukawa Operator
9701081,Classification of Finite Spectral Triples
9701179,A nonperturbative form of the spectral action principle in noncommutative geometry
9706105,Noncommutative Yang-Mills and Noncommutative Relativity: A Bridge Over Trouble Water
9603071,N=2 superalgebra and non-commutative geometry
9605003,Chirality and Dirac Operator on Noncommutative Sphere
9611058,The Connes-Lott program on the sphere
3100,Paper 3100
3101,Paper 3101
9802061,Boundary flows in minimal models
9909216,g-function flow in perturbed boundary conformal field theories
9204049,Scattering of Open and Closed Strings in 1+1 Dimensions
9204084,Unitarity Relations in c=1 Liouville Theory
9211057,Black hole formation in $c=1$ String Field Theory
3102,Paper 3102
9811234,The SO(32) Heterotic and Type IIB Membranes
3105,Paper 3105
3106,Paper 3106
9901045,The O(dd) Story of Massive Supergravity
9910025,Conformal Invariance for Non-Relativistic Field Theory
9910175,"An action for the (2,0) self-dual tensor multiplet in a conformal supergravity background"
9707130,Gauged Supergravity from Dimensional Reduction
9710189,Macroscopic String-like Solutions in Massive Supergravity
9806050,Anomaly-Free Tensor-Yang-Mills System and Its Dual Formulation
9310081,"SCHR\""Odinger Invariance and Strongly Anisotropic Critical Systems"
3108,Paper 3108
9305129,Extended Fractional Supersymmetric Quantum Mechanics
9309059,"Supersymmetry and the Atiyah-Singer Index Theorem I: Peierls Brackets, Green's Functions, and a Supersymmetric Proof of the Index Theorem"
9212157,Paragrassmann Extensions of the Virasoro Algebra
9611171,Baby universes and energy (non-)conservation in (1+1)-dimensional dilaton gravity
9206056,Is Purity Eternal?
9307052,Aspects of Exactly Solvable Quantum-Corrected 2D Dilaton Gravity Theories
9310156,Space-time Geometry in Exactly Solvable Quantum Dilaton Gravity
9505159,Modelling macroscopic and baby universes by fundamental strings
9510107,Strings as a Model for Parent and Baby Universes: Total Splitting Rates
3110,Paper 3110
9805101,Boundary Flows in general Coset Theories
9410042,Integrable vertex and loop models on the square lattice with open boundaries via reflection matrices
9306103,Mapping between the Sinh-Gordon and Ising Models
9606003,Supersymmetric Sine-Gordon Model and the Eight-Vertex Free Fermion model with Boundary
3111,Paper 3111
9711064,"Effective actions, relative cohomology and Chern Simons forms"
9908208,"Dirac Equations, Light Cone Supersymmetry, and Superconformal Algebras"
3112,Paper 3112
9602151,"Remark to the Comment on ""New pseudoclassical model for Weyl particles"""
3113,Paper 3113
9602055,Renormalization constants from string theory
3114,Paper 3114
3115,Paper 3115
9806156,One-loop finite temperature effective action of QED in the worldline approach
3116,Paper 3116
9809047,Evidence for dual superconductivity of QCD ground state
9403071,N=2 Supersymmetry in Exterior Form
9609024,Integrable Mappings for Non--Commutative Objects
3119,Paper 3119
9610144,Finite Temperature Lattice QCD in the Large N Limit
9307173,The C = 1 Matrix Model Formulation of Two Dimensional Yang-Mills Theories
9404136,QCD on a Tree
9405080,Collective field approach to gauged principal chiral field at large N
9606117,Adjoint non-Abelian Coulomb gas at large N
9607013,A solvable twisted one-plaquette model
3120,Paper 3120
3121,Paper 3121
9908153,Generalized Conformal Symmetry and Oblique AdS/CFT Correspondence for Matrix Theory
9906044,Black holes and thermodynamics of non-gravitational theories
9906137,A note on the thermodynamics of `little string' theory
3122,Paper 3122
9909214,Non-commutative world-volume interactions on D-brane and Dirac-Born-Infeld action
9610060,Zero-branes in 2+1 dimensions
9612027,Dimensionally Reduced Yang-Mills Theories in Noncommutative Geometry
3123,Paper 3123
9811108,Progress in classically solving ten dimensional supersymmetric reduced Yang-Mills theories
9910188,Equations of Motion for Massive Spin 2 Field Coupled to Gravity
9211139,Nonperturbative Conditions for Local Weyl Invariance on a Curved World Sheet
9304131,Higher spins dynamics in the closed string theory
9412132,Massive fields dynamics in open bosonic string theory
9509142,Consistent Spin-Two Coupling and Quadratic Gravitation
9610152,Canonical Approach to String Theory in Massive Background Fields
9701171,String Field Equations from Generalized Sigma Model
9702141,Generalized canonical quantization of bosonic string model in massive background fields
9710249,String Field Equations From Generalized Sigma Model II
9804012,Massive Fields and the 2D String
3124,Paper 3124
9304006,Contact Terms and Duality Symmetry in The Critical Dissipative Hofstadter Model
3125,Paper 3125
9412208,Dirac Monopoles and Witten's Monopole Equations
9602088,Liouville Vortex And $\varphi^{4}$ Kink Solutions Of The Seiberg--Witten Equations
3126,Paper 3126
3127,Paper 3127
9308027,On the emergence of gauge structures and generalized spin when quantizing on a coset space
9609083,The Electromagnetic and Proca Fields Revisited: a Unified Quantization
9612068,Group Quantization on Configuration Space: Gauge Symmetries and Linear Fields
9707227,Generalized Conformal Symmetry and Extended Objects from the Free Particle
9902175,Group Approach to Quantization of Yang-Mills Theories: A Cohomological Origin of Mass
9903106,Gauge Transformation Properties of Vector and Tensor Potentials Revisited: a Group Quantization Approach
9206113,On the Lagrangian Realization of the WZNW Reductions
9501085,GROUP QUANTIZATION ON CONFIGURATION SPACE.
9402100,On The Reduced Canonical Quantization Of The Induced 2D-Gravity
9507016,"Algebraic Quantization, Good Operators and Fractional Quantum Numbers"
9512020,Higher-Order Differential Operators on a Lie Group and Quantization
9705049,Vacuum Radiation and Symmetry Breaking in Conformally Invariant Quantum Field Theory
3128,Paper 3128
9412136,Relativistically Covariant Symmetry in QED
9503204,Lie algebra cohomology and group structure of gauge theories
9509028,Comment on ``A New Symmetry for QED'' and ``Relativistically Covariant Symmetry in QED''
9509159,Reply to Comment hep-th/9509028
9608110,Time evolution in general gauge theories defined on inner product spaces
9808040,BRST cohomology and Hodge decomposition theorem in Abelian gauge theory
9902146,Cohomological aspects of Abelian gauge theory
9903121,Topological aspects in non-Abelian gauge theory
9502081,Noncovariant Local Symmetry in Abelian Gauge Theories
9502082,BRST Cohomology and Its Application to QED
9711056,Dual BRST symmetry for QED
9408090,Split Involution Coupled to Actual Gauge Symmetry
9810212,Higher order BRST and anti-BRST operators and cohomology for compact Lie algebras
3129,Paper 3129
3130,Paper 3130
3131,Paper 3131
9211074,Multivalued Fields on the Complex Plane and Braid Group Statistics
9805102,Duality transformation for 3+1 dimensional Yang-Mills theory
3132,Paper 3132
3133,Paper 3133
9501045,Black Hole Formation by Sine-Gordon Solitons in Two-dimensional Dilaton Gravity
9504109,Black Holes in Two Dimensional Dilaton Gravity and Nonlinear Klein-Gordon Soliton
9705224,Soliton Stability in Systems of Two Real Scalar Fields
9411020,Black Hole Evolution
9202035,"Remarks on the BRST-cohomology for $c_M > 1$ matter coupled to ``Liouville gravity"""
9207108,Lineal gravity from planar gravity
9307140,On the Passage from the Quantum theory to the Semi-Classical theory
9405119,Quantal Analysis of String-Inspired Lineal Gravity with Matter Fields
3134,Paper 3134
9811235,A continuum limit of the chiral Jacobian in lattice gauge theory
9405166,Generalized Pauli-Villars Regularization and the Covariant Form of Anomalies
9608025,Remark on Pauli-Villars Lagrangian on the Lattice
3135,Paper 3135
9710162,Higher order cohomological restrictions on anomalies and counterterms
9805030,A general non renormalization theorem in the extended antifield formalism
9807210,On the quantum Batalin-Vilkovisky formalism and the renormalization of non linear symmetries
9204045,Non-Renormalization Properties of the Chern-Simons Action Coupled to Matter
9711191,On the Non-Renormalization Properties of Gauge Theories with Chern-Simons Terms
9804013,The Abelian Antighost Equation for The Standard Model in the `t Hooft-Background Gauge
9909213,On The Size of The Graviton
9910250,On Inherited Duality in N=1 d=4 Supersymmetric Gauge Theories
9409099,Supersymmetry and SU(2)xU(1) breaking with naturally vanishing vacuum energy
9611097,SUSY N=2 hyperelliptic curve from N=1 effective potential
9701045,The Coulomb Phase in N=1 Gauge Theories With a LG-Type Superpotenetial
9706076,ADE Confining Phase Superpotentials
9802092,Misleading Anomaly Matchings?
9807203,BPS and non-BPS domain walls in supersymmetric QCD
9807207,Complete Wetting of Gluons and Gluinos
9812010,Field Theoretic Branes and Tachyons of the QCD String
3137,Paper 3137
3138,Paper 3138
9910101,Dirac Relation and Renormalization Group Equations for Electric and Magnetic Fine Structure Constants
9401051,A consistent derivation of the quark--antiquark and three quark potentials in a Wilson loop context
9504130,Bosonisation in Three-Dimensional Quantum Field Theory
9507152,Bosonization of Fermion Determinants
9512101,Fermi-Bose duality via extra dimension
9604149,Worldline Supersymmetry and Dimensional Reduction
9605116,The Baryon Wilson Loop Area Law in QCD
9608072,An action of the gluodynamics string from the Wilson loop expansion
3140,Paper 3140
9808145,Variational Resummation of $\epsilon$-Expansions of Critical Exponents of Nonlinear O(N)-Symmetric $\sigma$-Model in $2+\epsilon$ Dimensions
3141,Paper 3141
9305014,Cocycles for Boson and Fermion Bogoliubov Transformations
9206005,Vacuum Expectation Values of Products of Chiral Currents in $3+1$ Dimensions
9210069,Hilbert space cocycles as representations of $(3+1)-$ D current algebras
3142,Paper 3142
3143,Paper 3143
9710183,The Casimir-Aharonov-Bohm effect?
9811164,The ground state energy of a massive scalar field in the background of a semi-transparent spherical shell
9907076,Heat Kernel Expansion for Semitransparent Boundaries
9501064,Heat-kernel coefficients of the Laplace operator on the 3-dimensional ball
9502015,Further functional determinants
9508088,Heat-kernel coefficients and functional determinants for higher-spin fields on the ball
9605026,Zeta function for the Laplace operator acting on forms in a ball with gauge boundary conditions
9602113,Antisymmetric tensor fields on spheres: functional determinants and non--local counterterms
9608189,Spinors and forms on generalised cones
9604143,Self-Adjointness of the Dirac Hamiltonian and Fermion Number Fractionization in the Background of a Singular Magnetic Vortex
9802055,Induced Angular Momentum in (2+1)-Dimensional Spinor Electrodynamics in Curved Space
9501122,Connection between $\zeta$ and cutoff regularizations of Casimir energies
9709084,Path integral quantization of electrodynamics in dielectric media
9809081,Dirac fields in the background of a magnetic flux string and spectral boundary conditions
9712019,The C_2 heat-kernel coefficient in the presence of boundary discontinuities
9802010,"Thermal Fields, Entropy, and Black Holes"
3144,Paper 3144
9610054,Dynamical Generation of Solitons in a 1+1 Dimensional Chiral Field Theory: Non-Perturbative Dirac Operator Resolvent Analysis
9912283,A Heavy Fermion Can Create a Soliton: A 1+1 Dimensional Example
9404143,Non Trivial Saddle Points and Band Structure of Bound States of the Two Dimensional O(N) Vector Model
9408120,On Kinks and Bound States in the Gross-Neveu Model
3145,Paper 3145
9706115,Absorption and Recoil of Fundamental String by D-String
9905043,One-Loop Tachyon Amplitude in Unoriented Open-Closed String Field Theory
9604037,Collective Coordinate Quantization of Dirichlet Branes
9703066,On the Scattering of Gravitons on Two Parallel D-Branes
9712220,"The perturbations $\phi_{2,1}$ and $\phi_{1,5}$ of the minimal models $M(p,p')$ and the trinomial analogue of Bailey's lemma"
9805119,On the Generalized Gluing and Resmoothing Theorem
3146,Paper 3146
9807211,Some remarks about intrinsic parity in Ryder's derivation of the Dirac equation
9811229,Classical description of spinning degrees of freedom of relativistic particles by means of commuting spinors
9908028,On Consistent Equations for Massive Spin-2 Field Coupled to Gravity in String Theory
9601065,Pseudoclassical supersymmetrical model for 2+1 Dirac particle
9807212,Proper time derivatives in quantum mechanics
9510002,Pseudoclassical theory of Mayorana--Weyl particle
9803221,"P,T-invariant system of Chern-Simons fields: Pseudoclassical model and hidden symmetries"
9905219,On the Role of Chaos in the AdS/CFT Connection
3149,Paper 3149
9912034,Scattering Matrix of the SU(n) Gauge Theory with Explicit Gauge Mass Term
9912046,Renormalisability of the SU(n) Gauge Theory with Massive Gauge Bosons
3150,Paper 3150
9803075,Quantum Field Theory
3151,Paper 3151
3152,Paper 3152
9205011,Of CP and other Gauge Symmetries in String Theory
9404033,"Scalar Mass and Cosmological Constant induced by ``Anomalous"" $U(1)$ $D$-term"
9410023,CP in Orbifold Models
9606189,Flat Directions in $Z_{2n}$ Orbifold Models
3153,Paper 3153
9406027,Interaction of Low - Energy Induced Gravity with Quantized Matter and Phase Transition Induced by Curvature
9610006,Some remarks on high derivative quantum gravity
9612135,An Interacting Geometry Model and Induced Gravity
9906004,Quantum Kaluza-Klein Compactification
9909106,Oscillating Inflation with a non-minimally coupled scalar field
9211008,Gravitational Phase Transitions in Infrared Quantum Gravity
9604076,Effective Field Theory of pure Gravity and the Renormalization Group
9402154,One-Loop Renormalization and Asymptotic Behaviour of a Higher-Derivative Scalar Theory in Curved Spacetime
3154,Paper 3154
9404098,"Sigma Models in (4,4) Harmonic Superspace"
9504077,"2D (4,4) Hypermultiplets"
9602038,"2d, N=2 and N=4 supergravity and the Liouville theory in superspace"
9604186,"More on $(4,4)$ supermultiplets in $SU(2)\times SU(2)$ harmonic superspace"
9608131,"(4,4) superfield supergravity"
9412032,Manifest supersymmetry and the ADHM construction of instantons
9504007,Strings and Multi-Strings in Black Hole and Cosmological Spacetimes
9406062,The Nonlinear Multiplet Revisited
9502073,"On the harmonic superspace geometry of $(4,4)$ supersymmetric sigma models with torsion"
9302091,Space-Time Supersymmetry of Extended Fermionic Strings in $2 + 2$ Dimensions
9601173,"$SU(2)\times SU(2)$ harmonic superspace and (4,4) sigma models with torsion"
9311032,"Hamiltonian Analysis of SL(2,R) Symmetry in Liouville Theory"
9709173,On the Equivalence between 2D Induced Gravity and a WZNW system
3155,Paper 3155
9906093,The Dirac quantisation condition for fluxes on four-manifolds
3156,Paper 3156
9712245,"Reply to Comment on ""Duality of x and psi in Quantum Mechanics"""
9912141,Flow Equations for U_k and Z_k
9604112,Realizing Higher-Level Gauge Symmetries in String Theory: New Embeddings for String GUTs
9712219,"Comment on ""Duality of x and psi in quantum mechanics"" by Faraggi and Matone"
9305054,Canonical Transformations in Quantum Mechanics
9310045,"Universal Teichm\""uller space in geometry and physics"
3157,Paper 3157
3158,Paper 3158
9904193,Effective Theoretical Approach to Back Reaction of the Dynamical Casimir Effect in 1+1 Dimensions
9803009,Functional derivation of Casimir energy at non-zero temperature
3159,Paper 3159
9209083,Correlation Functions in The Itzykson-Zuber Model
4147,Paper 4147
3176,Paper 3176
3180,Paper 3180
3215,Paper 3215
3227,Paper 3227
4013,Paper 4013
4038,Paper 4038
4072,Paper 4072
4074,Paper 4074
4080,Paper 4080
4085,Paper 4085
9805077,Does noncommutative geometry encompass lattice gauge theory?
9912130,From Large N Matrices to the Noncommutative Torus
9912272,Twisted Bundles on Noncommutative $T^4$ and D-brane Bound States
3161,Paper 3161
9901034,Conformal Symmetry in Matrix Model beyond the Eikonal Approximation
9904042,Conformal Symmetry and A New Gauge in the Matrix Model
3163,Paper 3163
9812199,Massless particle in 2d spacetime with constant curvature
9303030,Large N Limit in the Quantum Hall Effect
9310181,Classification of Quantum Hall Universality Classes by $\ W_{1+\infty}\ $ symmetry
9709059,Relativistic Particle in the Liouville Field
9908045,Kappa-Symmetry of Green-Schwarz Actions in Coset Superspaces
3164,Paper 3164
9805058,Disk Amplitudes in Topological A-Model on Calabi-Yau Spaces and Fano Manifolds
3165,Paper 3165
3166,Paper 3166
3167,Paper 3167
3168,Paper 3168
3169,Paper 3169
9912214,"Normal Bundles, Pfaffians and Anomalies"
9612059,Poincare Invariance of a Quantized Duality Symmetric Theory
9605118,Aspects of Space-Time Dualities
9603094,Worldvolume and target space anomalies in the D=10 super--fivebrane sigma--model
9708053,Comment on Pasti-Sorokin-Tonin approach to three-brane
9608118,A Canonical Approach to Self-Duality of Dirichlet $3$-Brane
3170,Paper 3170
9910177,Exotic Gauge Theories from Tensor Calculus
9805199,The Linear Vector-Tensor Multiplet with Gauged Central Charge
9811180,"D=4, N=1 Supersymmetric Henneaux-Knaepen Models"
3171,Paper 3171
3173,Paper 3173
9309115,Developments in 2D String Theory
9504091,Doubling of Scattering Phase Shifts for Two Dimensional Strings
9603096,String Theory and Matrix Models
3174,Paper 3174
3175,Paper 3175
9702096,Ward - Takahashi identities and Noether's theorem in quantum field theory
