node_id,mag_paper_id,title,class_idx,cluster_id
874,2950222175,detecting redundant css rules in html5 applications a tree rewriting approach,2,35
875,2950254397,diverse palindromic factorization is np complete,33,0
876,2950256663,temporal graph offset reconstruction towards temporally robust graph representation learning,26,2
877,2950257502,growth and duplication of public source code over time provenance tracking at scale,23,36
878,2950269186,an improved separation of regular resolution from pool resolution and clause learning,2,25
879,2950280607,unsupervised bilingual lexicon induction from mono lingual multimodal data,30,30
880,2950298633,measuring personalization of web search,3,30
881,2950301741,importance weighted active learning,24,32
882,2950339685,global hashing system for fast image search,16,0
883,2950354234,optimization over geodesics for exact principal geodesic analysis,20,30
884,2950389708,low complexity qos aware coordinated scheduling for heterogenous networks,28,35
885,2950394205,dynamic index coding for wireless broadcast networks,28,30
886,2950428405,optimal space time codes for the mimo amplify and forward cooperative channel,28,2
887,2950428556,the price of anarchy in large games,36,35
888,2950430068,expanded combinatorial designs as tool to model network slicing in 5g,8,33
889,2950430166,blackbox identity testing for bounded top fanin depth 3 circuits the field doesn t matter,9,30
890,2950444534,syndrome decoding of reed solomon codes beyond half the minimum distance based on shift register synthesis,28,2
891,2950468997,metrics for finite markov decision processes,10,2
892,2950488612,diffusion and superposition distances for signals supported on networks,26,2
893,2950502662,algorithmic discrepancy beyond partial coloring,34,30
894,2950503198,distributed detection of a non cooperative target via generalized locally optimum approaches,28,2
895,2950568883,a message passing approach for joint channel estimation interference mitigation and decoding,28,32
896,2950573208,signature generation for sensitive information leakage in android applications,4,1
897,2950594207,latent distribution assumption for unbiased and consistent consensus modelling,6,2
898,2950595392,perspectroscope a window to the world of diverse perspectives,30,30
899,2950606260,conflict anticipation in the search for graph automorphisms,34,30
900,2950615092,controller synthesis for discrete time hybrid polynomial systems via occupation measures,19,30
901,2950657833,the power of local information in social networks,26,1
902,2950662148,provable algorithms for inference in topic models,24,22
903,2950669596,multi task classification hypothesis space with improved generalization bounds,24,2
904,2950681068,cp decomposition with tensor power method for convolutional neural networks compression,24,30
905,2950681618,canonical models and the complexity of modal team logic,2,35
906,2950686074,query adaptive hash code ranking for large scale multi view visual search,31,36
907,2950700332,how clever is the film model and how clever can it be,30,30
908,2950707459,strong equivalence of qualitative optimization problems,2,30
909,2950752366,sembed semantic embedding of egocentric action videos,16,30
910,2950761086,new approaches for almost sure termination of probabilistic programs,2,2
911,2950778660,decomposition of multi agent planning under distributed motion and task ltl specifications,19,2
912,2950820003,indexing schemes for similarity search in datasets of short protein fragments,34,2
913,2950844289,3d convolutional neural networks for tumor segmentation using long range 2d context,16,30
914,2950860667,two hop interference channels impact of linear time varying schemes,28,2
915,2950870926,the range of topological effects on communication,9,30
916,2950881657,open answer set programming with guarded programs,10,30
917,2950894949,polymorphic types in acl2,2,35
918,2950925841,on counting untyped lambda terms,2,2
919,2950937143,an introduction to deep learning for the physical layer,28,30
920,2950938369,output polynomial enumeration on graphs of bounded local linear mim width,34,25
921,2950945448,automatic 3d bi ventricular segmentation of cardiac images by a shape constrained multi task deep learning approach,16,2
922,2951011721,from artifacts to aggregations modeling scientific life cycles on the semantic web,38,25
923,2951017344,tracking large scale video remix in real world events,26,36
924,2951036212,randomly removing g handles at once,20,30
925,2951102062,parameterized approximation schemes using graph widths,34,28
926,2951109409,learnable histogram statistical context features for deep neural networks,16,25
927,2951135732,dependent hierarchical normalized random measures for dynamic topic modeling,24,16
928,2951137892,compute and forward on a multiaccess relay channel coding and symmetric rate optimization,28,2
929,2951152776,sparse recovery with graph constraints fundamental limits and measurement construction,28,25
930,2951153814,the polysemy of the words that children learn over time,30,1
931,2951170705,basis collapse for holographic algorithms over all domain sizes,9,2
932,2951171871,partial conway and iteration semirings,39,2
933,2951191840,succinctness of two way probabilistic and quantum finite automata,9,2
934,2951198865,anaphora and discourse structure,30,32
935,2951208224,benchmarking declarative approximate selection predicates,37,25
936,2951210992,verifying a platform for digital imaging a multi tool strategy,23,25
937,2951233667,image question answer synergistic network for visual dialog,30,2
938,2951246108,data driven identification of a thermal network in multi zone building,19,35
939,2951268556,analytical evaluation of fractional frequency reuse for heterogeneous cellular networks,28,2
940,2951293704,a scalable asynchronous distributed algorithm for topic modeling,5,36
941,2951305674,phased lstm accelerating recurrent network training for long or event based sequences,24,2
942,2951312444,unsupervised anomaly detection with generative adversarial networks to guide marker discovery,16,2
943,2951313160,semantic autoencoder for zero shot learning,16,9
944,2951394629,unified analysis and optimization of d2d communications in cellular networks over fading channels,28,25
945,2951399333,neos server 4 0 administrative guide,5,1
946,2951448623,semantic stability in social tagging streams,3,30
947,2951463487,feasibility of in band full duplex radio transceivers with imperfect rf components analysis and enhanced cancellation algorithms,28,2
948,2951478721,bootstrapping structure using similarity,24,2
949,2951543836,learning where to attend like a human driver,16,2
950,2951571372,the burden of risk aversion in mean risk selfish routing,36,30
951,2951595588,unified heat kernel regression for diffusion kernel smoothing and wavelets on manifolds and its application to mandible growth modeling in ct images,16,2
952,2951606661,deep feature based face detection on mobile devices,16,36
953,2951608625,a sytematic piggybacking design for minimum storage regenerating codes,28,2
954,2951614565,local approximation schemes for topology control,34,30
955,2951614944,on the intersection of additive perfect codes,28,30
956,2951615571,throughput delay analysis of random linear network coding for wireless broadcasting,28,2
957,2951616867,convex color image segmentation with optimal transport distances,16,25
958,2951635495,provable bounds for learning some deep representations,24,21
959,2951635536,planarity of streamed graphs,34,1
960,2951636664,kinetic voronoi diagrams and delaunay triangulations under polygonal distance functions,20,30
961,2951653434,on the accuracy of the wyner model in cellular networks,28,2
962,2951655313,bayesian uncertainty matching for unsupervised domain adaptation,24,36
963,2951657789,timeline a dynamic hierarchical dirichlet process model for recovering birth death and evolution of topics in text stream,31,16
964,2951673776,three generalizations of the focus constraint,10,1
965,2951683535,parallel processing of large graphs,5,30
966,2951697703,fast deep matting for portrait animation on mobile phone,16,11
967,2951728940,imitation learning with a value based prior,24,30
968,2951754036,coalition formation game for cooperative cognitive radio using gibbs sampling,36,2
969,2951823902,reconstruction of integers from pairwise distances,39,2
970,2951837690,jointly modeling embedding and translation to bridge video and language,16,26
971,2951847226,approximation algorithms for generalized mst and tsp in grid clusters,39,36
972,2951854335,service oriented communities visions and contributions towards social organizations,3,2
973,2951861003,capacity with causal and non causal side information a unified view,28,30
974,2951867283,node overlap removal by growing a tree,20,25
975,2951884125,using short synchronous wom codes to make wom codes decodable,28,1
976,2951910662,models of visually grounded speech signal pay attention to nouns a bilingual experiment on english and japanese,30,2
977,2951936753,alchemy a quantum chemistry dataset for benchmarking ai models,24,30
978,2951948694,learning sparse neural networks via ell_0 and t ell_1 by a relaxed variable splitting method with application to multi scale curve classification,24,2
979,2951995763,development of a sensory neural network for medical diagnosing,13,30
980,2951995821,functions definable by numerical set expressions,2,30
981,2951996776,free deconvolution for signal processing applications,28,30
982,2952016354,secure network in business to business application by using access control list acl and service level agreement sla,4,1
983,2952023274,online and stochastic gradient methods for non decomposable loss functions,24,1
984,2952044050,bicameral structuring and synthetic imagery for jointly predicting instance boundaries and nearby occlusions from a single image,16,2
985,2952047331,successive integer forcing and its sum rate optimality,28,2
986,2952061210,broadcast channels with delayed finite rate feedback predict or observe,28,2
987,2952073905,completeness of randomized kinodynamic planners with state based steering,27,18
988,2952093099,activis visual exploration of industry scale deep neural network models,6,30
989,2952102303,learning to segment and represent motion primitives from driving data for motion planning applications,27,2
990,2952119352,a deterministic equivalent for the analysis of non gaussian correlated mimo multiple access channels,28,13
991,2952155636,balanced allocations and double hashing,34,2
992,2952164974,good friends bad news affect and virality in twitter,26,30
993,2952169544,a logic framework for p2p deductive databases,2,2
994,2952171514,a vertex ordering characterization of simple triangle graphs,39,30
995,2952213558,mimicking human process text representation via latent semantic clustering for classification,30,2
996,2952219087,the online laboratory conducting experiments in a real labor market,6,2
997,2952229801,maximum quadratic assignment problem reduction from maximum label cover and lp based approximation algorithm,9,35
998,2952236815,picking apart story salads,30,2
999,2952260046,optimal scheduling of electric vehicles charging in low voltage distribution systems,19,30
